"Subject" "Activity" "Metric" "Average"
11 "STANDING" "fBodyAccJerk-mean()-Y" -0.979287024255319
11 "STANDING" "fBodyAccJerk-mean()-Z" -0.988460788085106
11 "STANDING" "fBodyGyro-mean()-X" -0.978301717234043
11 "STANDING" "fBodyGyro-mean()-Y" -0.994025488297872
11 "STANDING" "fBodyGyro-mean()-Z" -0.980762968085106
11 "STANDING" "fBodyAccMag-mean()" -0.982255413617021
11 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.988636595319149
11 "STANDING" "fBodyBodyGyroMag-mean()" -0.982576519787234
11 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.992981019787234
11 "STANDING" "tBodyAcc-std()-X" -0.994978878723404
11 "STANDING" "tBodyAcc-std()-Y" -0.964173331702128
11 "STANDING" "tBodyAcc-std()-Z" -0.986382712765957
11 "STANDING" "tGravityAcc-std()-X" -0.994529398085106
11 "STANDING" "tGravityAcc-std()-Y" -0.981047828723404
11 "STANDING" "tGravityAcc-std()-Z" -0.989433253617021
11 "STANDING" "tBodyAccJerk-std()-X" -0.992527404255319
11 "STANDING" "tBodyAccJerk-std()-Y" -0.979428279574468
11 "STANDING" "tBodyAccJerk-std()-Z" -0.990132989574468
11 "STANDING" "tBodyGyro-std()-X" -0.980242494680851
11 "STANDING" "tBodyGyro-std()-Y" -0.994210471914894
11 "STANDING" "tBodyGyro-std()-Z" -0.980636664893617
11 "STANDING" "tBodyGyroJerk-std()-X" -0.986690403617021
11 "STANDING" "tBodyGyroJerk-std()-Y" -0.995571631276596
11 "STANDING" "tBodyGyroJerk-std()-Z" -0.990663218510638
11 "STANDING" "tBodyAccMag-std()" -0.98030536893617
11 "STANDING" "tGravityAccMag-std()" -0.98030536893617
11 "STANDING" "tBodyAccJerkMag-std()" -0.988853960638298
11 "STANDING" "tBodyGyroMag-std()" -0.977071437446808
11 "STANDING" "tBodyGyroJerkMag-std()" -0.992579166595745
11 "STANDING" "fBodyAcc-std()-X" -0.995573762978723
11 "STANDING" "fBodyAcc-std()-Y" -0.96350679
11 "STANDING" "fBodyAcc-std()-Z" -0.985958517446809
11 "STANDING" "fBodyAccJerk-std()-X" -0.993414564042553
11 "STANDING" "fBodyAccJerk-std()-Y" -0.981185823617021
11 "STANDING" "fBodyAccJerk-std()-Z" -0.990378149574468
11 "STANDING" "fBodyGyro-std()-X" -0.981009115744681
11 "STANDING" "fBodyGyro-std()-Y" -0.994353086595745
11 "STANDING" "fBodyGyro-std()-Z" -0.98230878106383
11 "STANDING" "fBodyAccMag-std()" -0.981503969574468
11 "STANDING" "fBodyBodyAccJerkMag-std()" -0.98802123106383
11 "STANDING" "fBodyBodyGyroMag-std()" -0.977437710851064
11 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.992277468510638
14 "STANDING" "tBodyAcc-mean()-X" 0.280545613833333
14 "STANDING" "tBodyAcc-mean()-Y" -0.01520781344
14 "STANDING" "tBodyAcc-mean()-Z" -0.103817701790667
14 "STANDING" "tGravityAcc-mean()-X" 0.875319569
14 "STANDING" "tGravityAcc-mean()-Y" -0.226692231166667
14 "STANDING" "tGravityAcc-mean()-Z" -0.338174888666667
14 "STANDING" "tBodyAccJerk-mean()-X" 0.0737933748485
14 "STANDING" "tBodyAccJerk-mean()-Y" 0.00579566182983333
14 "STANDING" "tBodyAccJerk-mean()-Z" -0.00720777760485
14 "STANDING" "tBodyGyro-mean()-X" -0.0220886526891667
14 "STANDING" "tBodyGyro-mean()-Y" -0.05581088271
14 "STANDING" "tBodyGyro-mean()-Z" 0.07904758875
14 "STANDING" "tBodyGyroJerk-mean()-X" -0.100718458866667
14 "STANDING" "tBodyGyroJerk-mean()-Y" -0.04500967927
14 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0509036177765
14 "STANDING" "tBodyAccMag-mean()" -0.943456847333333
14 "STANDING" "tGravityAccMag-mean()" -0.943456847333333
14 "STANDING" "tBodyAccJerkMag-mean()" -0.972965788166667
14 "STANDING" "tBodyGyroMag-mean()" -0.943530016833333
14 "STANDING" "tBodyGyroJerkMag-mean()" -0.974873328
14 "STANDING" "fBodyAcc-mean()-X" -0.9726995625
14 "STANDING" "fBodyAcc-mean()-Y" -0.942178248333333
14 "STANDING" "fBodyAcc-mean()-Z" -0.9424220265
14 "STANDING" "fBodyAccJerk-mean()-X" -0.97818164
14 "STANDING" "fBodyAccJerk-mean()-Y" -0.967249904833333
14 "STANDING" "fBodyAccJerk-mean()-Z" -0.966718434333333
14 "STANDING" "fBodyGyro-mean()-X" -0.957111767
14 "STANDING" "fBodyGyro-mean()-Y" -0.9508361945
14 "STANDING" "fBodyGyro-mean()-Z" -0.950999877833333
14 "STANDING" "fBodyAccMag-mean()" -0.949715059833333
14 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.970214125833333
14 "STANDING" "fBodyBodyGyroMag-mean()" -0.944405563833333
14 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.969175636833333
14 "STANDING" "tBodyAcc-std()-X" -0.973268905
14 "STANDING" "tBodyAcc-std()-Y" -0.928525725333333
14 "STANDING" "tBodyAcc-std()-Z" -0.9222763115
14 "STANDING" "tGravityAcc-std()-X" -0.972005366333333
14 "STANDING" "tGravityAcc-std()-Y" -0.965781048333333
14 "STANDING" "tGravityAcc-std()-Z" -0.940757718
14 "STANDING" "tBodyAccJerk-std()-X" -0.978248526
14 "STANDING" "tBodyAccJerk-std()-Y" -0.966362425833333
14 "STANDING" "tBodyAccJerk-std()-Z" -0.970766734
14 "STANDING" "tBodyGyro-std()-X" -0.9610917615
14 "STANDING" "tBodyGyro-std()-Y" -0.9462806205
14 "STANDING" "tBodyGyro-std()-Z" -0.946589134666667
14 "STANDING" "tBodyGyroJerk-std()-X" -0.969948875166667
14 "STANDING" "tBodyGyroJerk-std()-Y" -0.9706929555
14 "STANDING" "tBodyGyroJerk-std()-Z" -0.974687865833333
14 "STANDING" "tBodyAccMag-std()" -0.936735577166667
14 "STANDING" "tGravityAccMag-std()" -0.936735577166667
14 "STANDING" "tBodyAccJerkMag-std()" -0.970437182833333
14 "STANDING" "tBodyGyroMag-std()" -0.931426203833333
14 "STANDING" "tBodyGyroJerkMag-std()" -0.966834217
14 "STANDING" "fBodyAcc-std()-X" -0.973605553666667
14 "STANDING" "fBodyAcc-std()-Y" -0.926055903
14 "STANDING" "fBodyAcc-std()-Z" -0.917781858666667
14 "STANDING" "fBodyAccJerk-std()-X" -0.980396601666667
14 "STANDING" "fBodyAccJerk-std()-Y" -0.967830182166667
14 "STANDING" "fBodyAccJerk-std()-Z" -0.973594305166667
14 "STANDING" "fBodyGyro-std()-X" -0.962741032833333
14 "STANDING" "fBodyGyro-std()-Y" -0.944306864
14 "STANDING" "fBodyGyro-std()-Z" -0.950162705166667
14 "STANDING" "fBodyAccMag-std()" -0.939799869833333
14 "STANDING" "fBodyBodyAccJerkMag-std()" -0.969677515666667
14 "STANDING" "fBodyBodyGyroMag-std()" -0.934815560833333
14 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.966019259166667
15 "STANDING" "tBodyAcc-mean()-X" 0.278915803962264
15 "STANDING" "tBodyAcc-mean()-Y" -0.0183516360396226
15 "STANDING" "tBodyAcc-mean()-Z" -0.105910832679245
15 "STANDING" "tGravityAcc-mean()-X" 0.965528899622642
15 "STANDING" "tGravityAcc-mean()-Y" -0.164713175490566
15 "STANDING" "tGravityAcc-mean()-Z" 0.0645975994528302
15 "STANDING" "tBodyAccJerk-mean()-X" 0.0752280703207547
15 "STANDING" "tBodyAccJerk-mean()-Y" 0.00617255520183019
15 "STANDING" "tBodyAccJerk-mean()-Z" -0.00658737093471698
15 "STANDING" "tBodyGyro-mean()-X" -0.0262433562254717
15 "STANDING" "tBodyGyro-mean()-Y" -0.0659637517169811
15 "STANDING" "tBodyGyro-mean()-Z" 0.0761946738773585
15 "STANDING" "tBodyGyroJerk-mean()-X" -0.101358786226415
15 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0438507492018868
15 "STANDING" "tBodyGyroJerk-mean()-Z" -0.052278397190566
15 "STANDING" "tBodyAccMag-mean()" -0.961207616226415
15 "STANDING" "tGravityAccMag-mean()" -0.961207616226415
15 "STANDING" "tBodyAccJerkMag-mean()" -0.981495125660377
15 "STANDING" "tBodyGyroMag-mean()" -0.946961381132076
15 "STANDING" "tBodyGyroJerkMag-mean()" -0.984407077924528
15 "STANDING" "fBodyAcc-mean()-X" -0.986724998867925
15 "STANDING" "fBodyAcc-mean()-Y" -0.943348788679245
15 "STANDING" "fBodyAcc-mean()-Z" -0.965473514528302
15 "STANDING" "fBodyAccJerk-mean()-X" -0.985353492641509
15 "STANDING" "fBodyAccJerk-mean()-Y" -0.967884709433962
15 "STANDING" "fBodyAccJerk-mean()-Z" -0.982632302830189
15 "STANDING" "fBodyGyro-mean()-X" -0.950380286226415
15 "STANDING" "fBodyGyro-mean()-Y" -0.975133868867925
15 "STANDING" "fBodyGyro-mean()-Z" -0.96826485509434
15 "STANDING" "fBodyAccMag-mean()" -0.960337344339623
15 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.979078785660377
15 "STANDING" "fBodyBodyGyroMag-mean()" -0.956733900188679
15 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.983188091886792
15 "STANDING" "tBodyAcc-std()-X" -0.988949247358491
15 "STANDING" "tBodyAcc-std()-Y" -0.931900148301887
15 "STANDING" "tBodyAcc-std()-Z" -0.951670257924528
15 "STANDING" "tGravityAcc-std()-X" -0.988432084716981
15 "STANDING" "tGravityAcc-std()-Y" -0.965687978301887
15 "STANDING" "tGravityAcc-std()-Z" -0.958810153207547
15 "STANDING" "tBodyAccJerk-std()-X" -0.985459068490566
15 "STANDING" "tBodyAccJerk-std()-Y" -0.967720399622641
15 "STANDING" "tBodyAccJerk-std()-Z" -0.985301940754717
15 "STANDING" "tBodyGyro-std()-X" -0.947790802075472
15 "STANDING" "tBodyGyro-std()-Y" -0.971332584339623
15 "STANDING" "tBodyGyro-std()-Z" -0.968167046415094
15 "STANDING" "tBodyGyroJerk-std()-X" -0.971514312075472
15 "STANDING" "tBodyGyroJerk-std()-Y" -0.988107413962264
15 "STANDING" "tBodyGyroJerk-std()-Z" -0.981293117924528
15 "STANDING" "tBodyAccMag-std()" -0.948600432641509
15 "STANDING" "tGravityAccMag-std()" -0.948600432641509
15 "STANDING" "tBodyAccJerkMag-std()" -0.979994800566038
15 "STANDING" "tBodyGyroMag-std()" -0.931286778679245
15 "STANDING" "tBodyGyroJerkMag-std()" -0.98143282754717
15 "STANDING" "fBodyAcc-std()-X" -0.990060962641509
15 "STANDING" "fBodyAcc-std()-Y" -0.930286443396226
15 "STANDING" "fBodyAcc-std()-Z" -0.947905911320755
15 "STANDING" "fBodyAccJerk-std()-X" -0.986934133584906
15 "STANDING" "fBodyAccJerk-std()-Y" -0.969934103584906
15 "STANDING" "fBodyAccJerk-std()-Z" -0.986654459433962
15 "STANDING" "fBodyGyro-std()-X" -0.948275234150943
15 "STANDING" "fBodyGyro-std()-Y" -0.969442882075472
15 "STANDING" "fBodyGyro-std()-Z" -0.971282183584906
15 "STANDING" "fBodyAccMag-std()" -0.950204045849057
15 "STANDING" "fBodyBodyAccJerkMag-std()" -0.980184086603774
15 "STANDING" "fBodyBodyGyroMag-std()" -0.928838303773585
15 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.980329709433962
16 "STANDING" "tBodyAcc-mean()-X" 0.283497402948718
16 "STANDING" "tBodyAcc-mean()-Y" -0.0165999672935897
16 "STANDING" "tBodyAcc-mean()-Z" -0.103657729076923
16 "STANDING" "tGravityAcc-mean()-X" 0.941587749358974
16 "STANDING" "tGravityAcc-mean()-Y" -0.0578867045
16 "STANDING" "tGravityAcc-mean()-Z" -0.166737468166667
16 "STANDING" "tBodyAccJerk-mean()-X" 0.0736438905641026
16 "STANDING" "tBodyAccJerk-mean()-Y" 0.0120767950358846
16 "STANDING" "tBodyAccJerk-mean()-Z" -0.00476310557910256
16 "STANDING" "tBodyGyro-mean()-X" -0.0299337294166667
16 "STANDING" "tBodyGyro-mean()-Y" -0.068667733
16 "STANDING" "tBodyGyro-mean()-Z" 0.0867342708846154
16 "STANDING" "tBodyGyroJerk-mean()-X" -0.100107332602564
16 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0424982241410256
16 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0544335294410256
16 "STANDING" "tBodyAccMag-mean()" -0.969948825128205
16 "STANDING" "tGravityAccMag-mean()" -0.969948825128205
16 "STANDING" "tBodyAccJerkMag-mean()" -0.989205231794872
16 "STANDING" "tBodyGyroMag-mean()" -0.972528178205128
16 "STANDING" "tBodyGyroJerkMag-mean()" -0.992848576025641
16 "STANDING" "fBodyAcc-mean()-X" -0.989427670897436
16 "STANDING" "fBodyAcc-mean()-Y" -0.96931401525641
16 "STANDING" "fBodyAcc-mean()-Z" -0.969999504230769
16 "STANDING" "fBodyAccJerk-mean()-X" -0.991038638974359
16 "STANDING" "fBodyAccJerk-mean()-Y" -0.982425403974359
16 "STANDING" "fBodyAccJerk-mean()-Z" -0.986091891538462
16 "STANDING" "fBodyGyro-mean()-X" -0.973157351666667
16 "STANDING" "fBodyGyro-mean()-Y" -0.983594244615385
16 "STANDING" "fBodyGyro-mean()-Z" -0.98363927
16 "STANDING" "fBodyAccMag-mean()" -0.971082558076923
16 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.986502687948718
16 "STANDING" "fBodyBodyGyroMag-mean()" -0.975448632179487
16 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.99117243
16 "STANDING" "tBodyAcc-std()-X" -0.989076811794872
16 "STANDING" "tBodyAcc-std()-Y" -0.960298267692308
16 "STANDING" "tBodyAcc-std()-Z" -0.953468961666667
16 "STANDING" "tGravityAcc-std()-X" -0.985359689871795
16 "STANDING" "tGravityAcc-std()-Y" -0.980552435769231
16 "STANDING" "tGravityAcc-std()-Z" -0.959562830769231
16 "STANDING" "tBodyAccJerk-std()-X" -0.991026497435897
16 "STANDING" "tBodyAccJerk-std()-Y" -0.98262195474359
16 "STANDING" "tBodyAccJerk-std()-Z" -0.988073825641026
16 "STANDING" "tBodyGyro-std()-X" -0.973400107564103
16 "STANDING" "tBodyGyro-std()-Y" -0.980110277307692
16 "STANDING" "tBodyGyro-std()-Z" -0.982357006410256
16 "STANDING" "tBodyGyroJerk-std()-X" -0.987102322692308
16 "STANDING" "tBodyGyroJerk-std()-Y" -0.992589441153846
16 "STANDING" "tBodyGyroJerk-std()-Z" -0.992698522948718
16 "STANDING" "tBodyAccMag-std()" -0.95729449448718
16 "STANDING" "tGravityAccMag-std()" -0.95729449448718
16 "STANDING" "tBodyAccJerkMag-std()" -0.986761550641026
16 "STANDING" "tBodyGyroMag-std()" -0.964105768461539
16 "STANDING" "tBodyGyroJerkMag-std()" -0.990809427435897
16 "STANDING" "fBodyAcc-std()-X" -0.989100620641026
16 "STANDING" "fBodyAcc-std()-Y" -0.958174310128205
16 "STANDING" "fBodyAcc-std()-Z" -0.948540267051282
16 "STANDING" "fBodyAccJerk-std()-X" -0.991847149615385
16 "STANDING" "fBodyAccJerk-std()-Y" -0.984236462179487
16 "STANDING" "fBodyAccJerk-std()-Z" -0.98865796025641
16 "STANDING" "fBodyGyro-std()-X" -0.973926885
16 "STANDING" "fBodyGyro-std()-Y" -0.978402418717949
16 "STANDING" "fBodyGyro-std()-Z" -0.983527402051282
16 "STANDING" "fBodyAccMag-std()" -0.957173571923077
16 "STANDING" "fBodyBodyAccJerkMag-std()" -0.985912716923077
16 "STANDING" "fBodyBodyGyroMag-std()" -0.963574736025641
16 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.990672800769231
17 "STANDING" "tBodyAcc-mean()-X" 0.277942503333333
17 "STANDING" "tBodyAcc-mean()-Y" -0.0174120064169231
17 "STANDING" "tBodyAcc-mean()-Z" -0.111432145565
17 "STANDING" "tGravityAcc-mean()-X" 0.904678547435897
17 "STANDING" "tGravityAcc-mean()-Y" -0.257486817948718
17 "STANDING" "tGravityAcc-mean()-Z" -0.202687757012821
17 "STANDING" "tBodyAccJerk-mean()-X" 0.0740864955641026
17 "STANDING" "tBodyAccJerk-mean()-Y" 0.00657853452564103
17 "STANDING" "tBodyAccJerk-mean()-Z" -0.00403599594166667
17 "STANDING" "tBodyGyro-mean()-X" -0.0269576937130769
17 "STANDING" "tBodyGyro-mean()-Y" -0.0770632126371795
17 "STANDING" "tBodyGyro-mean()-Z" 0.0880561869358974
17 "STANDING" "tBodyGyroJerk-mean()-X" -0.101289168653846
17 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0404518753974359
17 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0546331330897436
17 "STANDING" "tBodyAccMag-mean()" -0.977635981410256
17 "STANDING" "tGravityAccMag-mean()" -0.977635981410256
17 "STANDING" "tBodyAccJerkMag-mean()" -0.991742753589744
17 "STANDING" "tBodyGyroMag-mean()" -0.978184576538462
17 "STANDING" "tBodyGyroJerkMag-mean()" -0.993672973717949
17 "STANDING" "fBodyAcc-mean()-X" -0.990927533846154
17 "STANDING" "fBodyAcc-mean()-Y" -0.97417056948718
17 "STANDING" "fBodyAcc-mean()-Z" -0.980231575769231
17 "STANDING" "fBodyAccJerk-mean()-X" -0.992129225769231
17 "STANDING" "fBodyAccJerk-mean()-Y" -0.986278342435897
17 "STANDING" "fBodyAccJerk-mean()-Z" -0.989563633076923
17 "STANDING" "fBodyGyro-mean()-X" -0.980696264102564
17 "STANDING" "fBodyGyro-mean()-Y" -0.987334041282051
17 "STANDING" "fBodyGyro-mean()-Z" -0.985954978205128
17 "STANDING" "fBodyAccMag-mean()" -0.980967748205128
17 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.990162798846154
17 "STANDING" "fBodyBodyGyroMag-mean()" -0.984291131538461
17 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.992723939358974
17 "STANDING" "tBodyAcc-std()-X" -0.991163919871795
17 "STANDING" "tBodyAcc-std()-Y" -0.968176663717949
17 "STANDING" "tBodyAcc-std()-Z" -0.970462679230769
17 "STANDING" "tGravityAcc-std()-X" -0.985751365769231
17 "STANDING" "tGravityAcc-std()-Y" -0.975810476025641
17 "STANDING" "tGravityAcc-std()-Z" -0.969171762179487
17 "STANDING" "tBodyAccJerk-std()-X" -0.992094005512821
17 "STANDING" "tBodyAccJerk-std()-Y" -0.98666125974359
17 "STANDING" "tBodyAccJerk-std()-Z" -0.991217027307692
17 "STANDING" "tBodyGyro-std()-X" -0.981373082948718
17 "STANDING" "tBodyGyro-std()-Y" -0.985121164615385
17 "STANDING" "tBodyGyro-std()-Z" -0.985538363333333
17 "STANDING" "tBodyGyroJerk-std()-X" -0.989257196282051
17 "STANDING" "tBodyGyroJerk-std()-Y" -0.993699908589744
17 "STANDING" "tBodyGyroJerk-std()-Z" -0.992327099487179
17 "STANDING" "tBodyAccMag-std()" -0.975377309871795
17 "STANDING" "tGravityAccMag-std()" -0.975377309871795
17 "STANDING" "tBodyAccJerkMag-std()" -0.990363248205128
17 "STANDING" "tBodyGyroMag-std()" -0.977680837435897
17 "STANDING" "tBodyGyroJerkMag-std()" -0.992372117307692
17 "STANDING" "fBodyAcc-std()-X" -0.991318528333333
17 "STANDING" "fBodyAcc-std()-Y" -0.966427323846154
17 "STANDING" "fBodyAcc-std()-Z" -0.966999000897436
17 "STANDING" "fBodyAccJerk-std()-X" -0.992775377692308
17 "STANDING" "fBodyAccJerk-std()-Y" -0.988200349487179
17 "STANDING" "fBodyAccJerk-std()-Z" -0.991450377692308
17 "STANDING" "fBodyGyro-std()-X" -0.981791318076923
17 "STANDING" "fBodyGyro-std()-Y" -0.983946584871795
17 "STANDING" "fBodyGyro-std()-Z" -0.986725274871795
17 "STANDING" "fBodyAccMag-std()" -0.975504840641026
17 "STANDING" "fBodyBodyAccJerkMag-std()" -0.989472086666667
17 "STANDING" "fBodyBodyGyroMag-std()" -0.977263418717949
17 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.992177303589744
19 "STANDING" "tBodyAcc-mean()-X" 0.27817226
19 "STANDING" "tBodyAcc-mean()-Y" -0.0154244056945205
19 "STANDING" "tBodyAcc-mean()-Z" -0.10904190460274
19 "STANDING" "tGravityAcc-mean()-X" 0.944045837534247
19 "STANDING" "tGravityAcc-mean()-Y" -0.223897807808219
19 "STANDING" "tGravityAcc-mean()-Z" 0.130643717849315
19 "STANDING" "tBodyAccJerk-mean()-X" 0.0754120366712329
19 "STANDING" "tBodyAccJerk-mean()-Y" 0.00991338273931507
19 "STANDING" "tBodyAccJerk-mean()-Z" 0.00129216333878082
19 "STANDING" "tBodyGyro-mean()-X" -0.025090574020274
19 "STANDING" "tBodyGyro-mean()-Y" -0.0631429827260274
19 "STANDING" "tBodyGyro-mean()-Z" 0.0710520180136986
19 "STANDING" "tBodyGyroJerk-mean()-X" -0.0990467890520548
19 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0422918533780822
19 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0523769867072603
19 "STANDING" "tBodyAccMag-mean()" -0.960505683561644
19 "STANDING" "tGravityAccMag-mean()" -0.960505683561644
19 "STANDING" "tBodyAccJerkMag-mean()" -0.983068923561644
19 "STANDING" "tBodyGyroMag-mean()" -0.94174504109589
19 "STANDING" "tBodyGyroJerkMag-mean()" -0.985801637671233
19 "STANDING" "fBodyAcc-mean()-X" -0.987352048356164
19 "STANDING" "fBodyAcc-mean()-Y" -0.952872872465753
19 "STANDING" "fBodyAcc-mean()-Z" -0.968543351780822
19 "STANDING" "fBodyAccJerk-mean()-X" -0.985039596164384
19 "STANDING" "fBodyAccJerk-mean()-Y" -0.970011345890411
19 "STANDING" "fBodyAccJerk-mean()-Z" -0.983463295479452
19 "STANDING" "fBodyGyro-mean()-X" -0.947865639178082
19 "STANDING" "fBodyGyro-mean()-Y" -0.975061671643836
19 "STANDING" "fBodyGyro-mean()-Z" -0.965100636164384
19 "STANDING" "fBodyAccMag-mean()" -0.968910788767123
19 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.979135412739726
19 "STANDING" "fBodyBodyGyroMag-mean()" -0.958578129589041
19 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.984536610136986
19 "STANDING" "tBodyAcc-std()-X" -0.989910996849315
19 "STANDING" "tBodyAcc-std()-Y" -0.944430270684931
19 "STANDING" "tBodyAcc-std()-Z" -0.952599653972603
19 "STANDING" "tGravityAcc-std()-X" -0.992411542465753
19 "STANDING" "tGravityAcc-std()-Y" -0.971426607808219
19 "STANDING" "tGravityAcc-std()-Z" -0.958862043972603
19 "STANDING" "tBodyAccJerk-std()-X" -0.984792035205479
19 "STANDING" "tBodyAccJerk-std()-Y" -0.970543276575342
19 "STANDING" "tBodyAccJerk-std()-Z" -0.986142491917808
19 "STANDING" "tBodyGyro-std()-X" -0.946109711917808
19 "STANDING" "tBodyGyro-std()-Y" -0.96957632369863
19 "STANDING" "tBodyGyro-std()-Z" -0.960734258356164
19 "STANDING" "tBodyGyroJerk-std()-X" -0.97512668739726
19 "STANDING" "tBodyGyroJerk-std()-Y" -0.988096672191781
19 "STANDING" "tBodyGyroJerk-std()-Z" -0.983453911232877
19 "STANDING" "tBodyAccMag-std()" -0.962549342465753
19 "STANDING" "tGravityAccMag-std()" -0.962549342465753
19 "STANDING" "tBodyAccJerkMag-std()" -0.979640838082192
19 "STANDING" "tBodyGyroMag-std()" -0.937951031506849
19 "STANDING" "tBodyGyroJerkMag-std()" -0.983069427945205
19 "STANDING" "fBodyAcc-std()-X" -0.991161671369863
19 "STANDING" "fBodyAcc-std()-Y" -0.943193755068493
19 "STANDING" "fBodyAcc-std()-Z" -0.947753961643836
19 "STANDING" "fBodyAccJerk-std()-X" -0.985913722328767
19 "STANDING" "fBodyAccJerk-std()-Y" -0.973588517808219
19 "STANDING" "fBodyAccJerk-std()-Z" -0.987524587534247
19 "STANDING" "fBodyGyro-std()-X" -0.946607045616438
19 "STANDING" "fBodyGyro-std()-Y" -0.966967238082192
19 "STANDING" "fBodyGyro-std()-Z" -0.963212791780822
19 "STANDING" "fBodyAccMag-std()" -0.964259110821918
19 "STANDING" "fBodyBodyAccJerkMag-std()" -0.979179149452055
19 "STANDING" "fBodyBodyGyroMag-std()" -0.936723548493151
19 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.982228582191781
21 "STANDING" "tBodyAcc-mean()-X" 0.27695224258427
21 "STANDING" "tBodyAcc-mean()-Y" -0.0167084730205618
21 "STANDING" "tBodyAcc-mean()-Z" -0.110417855808989
21 "STANDING" "tGravityAcc-mean()-X" 0.881213341910112
21 "STANDING" "tGravityAcc-mean()-Y" -0.346155558876404
21 "STANDING" "tGravityAcc-mean()-Z" -0.207685689775281
21 "STANDING" "tBodyAccJerk-mean()-X" 0.0754543858764045
21 "STANDING" "tBodyAccJerk-mean()-Y" 0.0100621171270225
21 "STANDING" "tBodyAccJerk-mean()-Z" -0.00332093673865168
21 "STANDING" "tBodyGyro-mean()-X" -0.0191731896359551
21 "STANDING" "tBodyGyro-mean()-Y" -0.0738115865407865
21 "STANDING" "tBodyGyro-mean()-Z" 0.0864863265393258
21 "STANDING" "tBodyGyroJerk-mean()-X" -0.103199796370787
21 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0404300756516854
21 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0538211740234831
21 "STANDING" "tBodyAccMag-mean()" -0.958774298089888
21 "STANDING" "tGravityAccMag-mean()" -0.958774298089888
21 "STANDING" "tBodyAccJerkMag-mean()" -0.974765161910112
21 "STANDING" "tBodyGyroMag-mean()" -0.949837151797753
21 "STANDING" "tBodyGyroJerkMag-mean()" -0.976857084157303
21 "STANDING" "fBodyAcc-mean()-X" -0.978327686179775
21 "STANDING" "fBodyAcc-mean()-Y" -0.949694904269663
21 "STANDING" "fBodyAcc-mean()-Z" -0.960274142134831
21 "STANDING" "fBodyAccJerk-mean()-X" -0.976803010674157
21 "STANDING" "fBodyAccJerk-mean()-Y" -0.964503015505618
21 "STANDING" "fBodyAccJerk-mean()-Z" -0.974780645393258
21 "STANDING" "fBodyGyro-mean()-X" -0.956989964269663
21 "STANDING" "fBodyGyro-mean()-Y" -0.960082591123596
21 "STANDING" "fBodyGyro-mean()-Z" -0.959432562359551
21 "STANDING" "fBodyAccMag-mean()" -0.962291334157303
21 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.970634296404494
21 "STANDING" "fBodyBodyGyroMag-mean()" -0.956723022359551
21 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.976126760674157
21 "STANDING" "tBodyAcc-std()-X" -0.981419961123596
21 "STANDING" "tBodyAcc-std()-Y" -0.943601625393258
21 "STANDING" "tBodyAcc-std()-Z" -0.946123407078652
21 "STANDING" "tGravityAcc-std()-X" -0.982906668876405
21 "STANDING" "tGravityAcc-std()-Y" -0.977681415955056
21 "STANDING" "tGravityAcc-std()-Z" -0.958590002247191
21 "STANDING" "tBodyAccJerk-std()-X" -0.97706335011236
21 "STANDING" "tBodyAccJerk-std()-Y" -0.963921458202247
21 "STANDING" "tBodyAccJerk-std()-Z" -0.977915677191011
21 "STANDING" "tBodyGyro-std()-X" -0.962514526067416
21 "STANDING" "tBodyGyro-std()-Y" -0.955979192696629
21 "STANDING" "tBodyGyro-std()-Z" -0.959327022022472
21 "STANDING" "tBodyGyroJerk-std()-X" -0.971866494606742
21 "STANDING" "tBodyGyroJerk-std()-Y" -0.976815894044944
21 "STANDING" "tBodyGyroJerk-std()-Z" -0.975427259325843
21 "STANDING" "tBodyAccMag-std()" -0.956919898202247
21 "STANDING" "tGravityAccMag-std()" -0.956919898202247
